StudentID,Name,Gender,Age,Grade,Major,Teacher
434,Jackie Franco,Female,21,77.21,Physics,Phillip Huang
435,Jason Nelson,Female,19,57.24,Engineering,Jennifer Hanna
436,Jeremy Roy,Female,20,55.94,Computer Science,Theresa Walker
437,Justin Silva,Female,23,96.41,Engineering,Cheryl Patel
438,Jessica Petty,Female,20,75.25,Physics,Richard Stone
439,Mrs. Autumn Morris,Female,21,52.5,Computer Science,Elizabeth Miles
440,Justin Smith,Female,24,57.43,Mathematics,Cheyenne Mccann
441,Sarah Woodward,Female,23,83.63,Chemistry,Kristin Taylor
442,Christopher Murphy,Male,20,73.84,Physics,Tracy Henry
443,Cheryl Brown,Male,21,79.88,Mathematics,Diane Schultz
444,Katie Davis MD,Female,22,72.91,Biology,Anthony Mack
445,Katherine Velasquez,Female,22,96.28,Engineering,Gary Osborne MD
446,Brianna Shields,Male,B,91.26,Engineering,Jeffery Bridges
447,Frank Smith,Male,23,99.01,Physics,Ashley Pearson
448,Kelsey Gray,Female,19,96.96,Biology,
449,Manuel Hammond,Male,24,86.43,Physics,Katherine Lindsey
450,Maureen Williams,Female,20,52.63,Chemistry,Kristina Rodriguez
451,Jo English,Female,23,99.96,Physics,
452,Eugene George,Female,A,73.67,Engineering,Curtis Garcia
453,Michelle Bowman,Female,24,53.05,Engineering,Hannah Simmons
454,Janet Snyder,Male,21,99.57,Computer Science,Dawn Jones
455,Ronald Alvarado,Female,18,78.52,Mathematics,Willie Lawrence
456,Derrick Lozano,Female,20,72.95,Chemistry,Ashley Brown
457,David Mueller,Male,22,50.99,Computer Science,Paula Johnson
458,Tiffany Arellano,Female,21,71.42,Computer Science,Scott Love
459,Christina Vance,Male,20,59.16,Computer Science,William Nielsen
460,Cindy Welch,Female,19,85.95,Mathematics,
461,Tammy White,Female,A,50.39,Chemistry,Lauren York
462,Charles Huber,Male,19,76.65,Engineering,Mary Rodriguez
463,Shelly Pierce,Male,22,52.19,Computer Science,Ricky Simmons
464,Lisa Brown,Female,23,85.74,Computer Science,
465,Anthony Ward,Male,19,97.65,Computer Science,Antonio Crawford
466,Robert Melton,Female,24,52.17,Physics,Susan Robinson
467,Carl Ramsey,Male,24,55.15,Engineering,Jeff Brady
468,Lynn Ramos,Female,18,75.78,Mathematics,Melanie Lewis
469,Michael Webb,Female,23,99.12,Mathematics,Ashlee Lopez
470,Tony Collier,Female,18,70.57,Physics,Daniel Small
471,Richard Murphy,Male,18,80.78,Computer Science,Ann Fleming
472,Christopher Price,Male,18,88.08,Biology,Luke Richardson
473,Jonathan Arnold,Female,24,96.4,Engineering,Mr. Jonathan Mcdaniel
474,Carlos Hunter,Female,18,58.85,Mathematics,Robert Grant
475,Dr. Robert Aguirre,Female,19,95.57,Biology,Christopher Ortiz
476,Jennifer Adams,Female,18,81.32,Biology,James Cruz
477,Alan Sellers,Male,21,90.28,Engineering,Tyler Flores
478,Denise Watkins,Female,24,64.78,Mathematics,Hannah Roberts
479,Charles Solis,Female,19,75.01,Biology,Kristin Hall
480,Christine Navarro,Female,22,60.45,Mathematics,Stacy Rodriguez
481,Katherine Mosley,Female,19,92.73,Biology,Ryan Austin
482,Christopher Morgan,Male,20,60.23,Engineering,Robert Collins
483,Katherine Adams,Female,22,77.42,Engineering,Derrick Wu
484,James Perez,Female,18,70.9,Mathematics,Joseph Bowen
485,Amy Lyons,Female,18,52.48,Engineering,Carolyn Fisher
486,Kristie Walker,Female,20,70.61,Chemistry,Michael Mosley
487,Chad Powell,Female,23,89.22,Engineering,Katherine Reed
488,Susan Green,Female,18,76.45,Physics,Rachel Romero
489,Anna Mueller,Male,22,65.24,Engineering,Miguel Martin
490,Natasha Larson,Male,22,72.27,Mathematics,Jordan Ramirez DDS
491,Cynthia Nichols,Male,22,88.71,Computer Science,Patrick Barber
492,Alisha Diaz,Female,19,83.41,Biology,Heather Mullins
493,Michele Vance,Male,24,55.55,Chemistry,Sandra Harris
494,Angie Sanders,Female,24,76.56,Mathematics,Cory Fisher
495,Mary Vargas,Female,19,59.93,Mathematics,Christopher Paul
496,Lisa Weber,Male,22,98.92,Biology,Joseph Jones
497,Valerie Carter,Male,19,86.93,Biology,Katie Marsh
498,Patricia Johnson,Female,23,54.05,Physics,Keith Porter
499,Christopher Smith,Male,A,62.41,Mathematics,
500,Tammy White,Male,21,53.91,Chemistry,Jocelyn Morgan
501,Elizabeth Ramirez,Female,23,68.5,Physics,Eileen Ortiz
502,Laura Smith,Female,19,91.13,Physics,Christy Cook
503,Stephanie Green,Female,21,53.34,Chemistry,Brenda Walker
504,Christopher Neal,Male,23,58.27,Biology,Daniel Ellison
505,Dale Thompson,Male,21,63.37,Biology,Lucas Pollard
506,Shane Richardson,Male,24,81.2,Mathematics,Terri Deleon
507,Brandon Washington,Female,24,98.73,Physics,Robert Chambers
508,Peter Roberts,Female,19,91.14,Chemistry,David Ellis
509,Dawn Harris,Male,19,60.05,Chemistry,Shannon Ramirez
510,Douglas Long,Male,19,85.5,Chemistry,Jodi Pope
511,Barry Rivera,Male,24,77.82,Physics,Donald Fitzgerald
512,Brittany Watson,Male,18,74.58,Engineering,
513,Craig Jones,Female,21,95.42,Engineering,Jason Jones
514,Ashley Oconnor,Male,18,79.41,Mathematics,Kara Vega
515,Dwayne Brown,Male,22,56.86,Computer Science,Andrew Gregory
516,Matthew Ware,Female,19,58.25,Physics,Amanda Palmer
517,Thomas Clark,Female,22,96.1,Computer Science,Marvin Arellano
518,David Simpson,Male,23,54.01,Physics,
519,Stacey Collins,Male,18,56.9,Engineering,Jennifer Gonzalez
520,Crystal Heath,Female,21,82.66,Biology,Gregory Stevens
521,Melanie Mayer,Male,24,61.22,Engineering,Kevin Robinson
522,Pamela Cook,Male,20,91.3,Computer Science,Wesley Gonzalez
523,Larry Rivera,Female,19,70.8,Physics,
524,Ashley Leonard,Female,22,74.12,Computer Science,
525,Charles Melton,Male,22,56.43,Chemistry,Regina Wilson
526,Heather Evans,Male,22,51.41,Physics,Brandon Hood
527,Ashley Diaz,Female,18,87.96,Mathematics,Alexander Rich
528,Ruth Waters,Male,18,53.7,Engineering,Rebecca Chan
529,Charles Collins,Female,20,82.01,Mathematics,Deborah Hanna
530,Kirk Schmidt,Female,23,76.88,Engineering,Christina Osborne
531,James Potts,Male,18,75.92,Engineering,Shelby Day
532,Jeremy Olson,Female,24,64.98,Mathematics,Christopher Brooks
533,Jerry Morgan,Male,21,A,Mathematics,Pamela Garrett
534,Kevin Parks,Male,21,C,Chemistry,Valerie Martin
535,Glenda Jones,Female,22,57.56,Computer Science,Ryan Jones
536,Hannah Curtis,Male,24,52.8,Mathematics,Laura Bennett
537,Christine Martinez,Male,19,67.13,Biology,Christine Ross
538,Kyle Hernandez,Female,22,80.4,Physics,William Zamora
539,Jerry Taylor,Male,21,61.02,Computer Science,Michael Moreno
540,Elizabeth Lee,Female,21,87.11,Chemistry,Jennifer Evans
541,Erik Garner,Female,A,C,Engineering,Michael Porter
542,Linda Dixon,Male,22,73.6,Computer Science,John Alvarez
543,Evelyn Patterson,Female,20,76.84,Biology,
544,Eric Carr,Male,19,91.05,Mathematics,Mr. Jared Padilla
545,Peter Acosta,Female,20,55.9,Mathematics,Luis Lucero
546,Anthony Bowers,Female,A,50.08,Biology,Susan Baird MD
547,Mikayla Martinez,Male,19,76.69,Physics,Heidi Paul
548,David Martinez,Male,D,57.54,Biology,Debbie Klein
549,Rebecca Rivers,Female,21,78.58,Engineering,Brandon Smith
550,David Evans,Male,22,51.65,Computer Science,Christopher Cline
551,Brenda Watts,Male,22,B,Biology,Yvonne Oliver
552,Kelsey Carpenter,Male,B,69.54,Computer Science,Megan Welch
553,Matthew Adkins,Female,19,57.81,Chemistry,Lisa Walker
554,Eric Lewis,Female,19,73.39,Biology,Craig Lester
555,Jennifer Alvarado,Female,18,73.86,Biology,Thomas Bird
556,Alex Johnson,Male,18,53.39,Engineering,Devin Gregory
557,Rebecca Villa,Female,20,83.85,Engineering,Rachel Garcia
558,Michael Douglas,Female,22,95.68,Physics,Taylor Spencer
559,Randall Harper DDS,Female,D,80.67,Engineering,
560,Justin Maldonado,Male,23,81.36,Engineering,
561,Thomas Gonzales,Male,24,87.42,Engineering,Shane Rush
562,Angel Proctor,Male,21,96.8,Biology,Ryan Thompson
563,Erik Velez,Male,20,99.12,Biology,Daisy Allen
564,April Ruiz,Female,19,74.63,Engineering,Cindy Travis
565,Deborah Price DDS,Female,18,97.25,Mathematics,Corey Webb
566,Alyssa Ramirez,Male,22,67.96,Engineering,Mark Rosario
567,Luis Baker PhD,Female,19,86.38,Engineering,Nicholas Price
568,Trevor House,Female,22,96.84,Computer Science,Timothy Bradley
569,Bryan Rogers,Male,22,50.81,Physics,Benjamin Wise
570,Pam Vang,Female,A,96.03,Engineering,Natasha Pacheco
571,Leslie Orr,Female,18,94.25,Engineering,Amanda Dougherty
572,James Martin,Male,18,60.27,Computer Science,Jasmine Brown
573,Nicholas Turner,Female,23,70.49,Physics,Scott Pineda
574,Samantha Haney,Female,21,56.15,Engineering,Matthew Baker
575,Sarah Lambert,Female,19,87.36,Engineering,
576,Heidi Vargas,Male,23,88.87,Chemistry,Michael Zamora
577,Colleen Lopez,Female,23,94.05,Computer Science,Jennifer Torres
578,Eric Flynn,Male,19,72.07,Physics,
579,Joy Santos,Female,23,81.5,Physics,Jennifer Brandt
580,Carlos Barton,Male,24,B,Chemistry,Gabriella Conway
581,Karen Brown,Female,18,54.67,Physics,Scott Gonzalez
582,Jeffrey Howell,Male,24,A,Computer Science,James Black
583,Lisa Fisher,Female,22,90.89,Mathematics,Danielle Mcintosh
584,Jeffrey Williams,Male,21,72.1,Biology,Yesenia Bates
585,Julie Lopez,Female,23,90.14,Biology,Benjamin Morton
586,Jennifer Richardson,Female,21,50.01,Computer Science,Jody Miller
587,Morgan Velazquez,Male,22,55.75,Physics,Katherine Young
588,Jacob Esparza,Male,21,68.42,Biology,
589,Jennifer Valdez,Male,24,69.88,Engineering,
590,Noah Becker,Female,22,91.69,Engineering,Ryan Davenport
591,Daniel Gordon,Male,21,75.49,Mathematics,Samantha Pruitt
592,Matthew Hernandez,Female,18,95.9,Chemistry,Kimberly Phillips
593,Elizabeth Clayton,Female,23,71.23,Computer Science,John Barnes
594,John Dixon,Female,21,53.35,Biology,Cynthia Johnson
595,Crystal Peterson,Male,21,72.9,Mathematics,Deanna Carr
596,Samantha James,Female,24,C,Biology,Raymond Smith
597,Timothy Meyer,Female,19,77.47,Engineering,John Jones
598,Erica Collins,Female,21,81.99,Mathematics,Lisa Nichols
599,Jason Robertson,Male,23,52.95,Computer Science,Danny Clarke
600,Michael Diaz,Female,23,C,Mathematics,Jonathan Moreno
601,Thomas Garcia,Male,22,56.61,Chemistry,Ryan Cantu
602,Ian Walker,Male,18,71.59,Engineering,Sharon Martinez
603,Laura Johnson,Female,21,94.62,Mathematics,Steven Stone
604,Danny Turner,Male,24,56.69,Engineering,Stephanie Park
605,Renee Powell,Male,18,60.44,Engineering,Amy Walters
606,Noah Ross,Female,18,71.15,Physics,Nicole Ward
607,Vincent Perez,Male,21,53.02,Physics,Michael Smith
608,Michael Moreno,Male,24,64.31,Chemistry,Mr. Christopher Harris
609,Allison Lopez,Female,19,53.87,Engineering,
610,Scott Thomas,Female,20,73.85,Physics,Donald Jenkins
611,Christian Tran,Male,21,78.67,Computer Science,Adam Soto
612,David Marquez,Male,20,87.46,Computer Science,Justin Johnson
613,Nicholas Williams,Female,21,96.16,Biology,John Dougherty
614,Alejandra Cooper,Female,18,71.88,Engineering,Diana Beck
615,Tina Freeman,Female,21,81.39,Mathematics,Robert Bishop
616,Taylor Baker,Female,20,53.0,Engineering,Jason Crane
617,Ashley Hughes,Male,24,C,Mathematics,Lindsey Martinez
618,Rachel Martinez,Female,18,C,Chemistry,Nicole Herman
619,Amber Rosario,Male,21,79.61,Physics,Adrienne Vaughan
620,Connor Kelly,Male,A,68.76,Biology,
621,Elizabeth Murillo,Male,19,54.46,Physics,Monica Lopez
622,Wayne Nguyen,Male,22,74.93,Computer Science,Patricia Moore DVM
623,Emily Hammond,Female,21,95.94,Mathematics,Gregory Scott
624,Jerry Townsend,Male,19,53.69,Computer Science,Justin Smith
625,Daniel Tucker,Male,20,76.54,Chemistry,Jacob Jordan
626,Mrs. Sherry Guzman,Male,23,71.32,Mathematics,Denise Huffman
627,Melissa Stephens,Male,19,87.97,Computer Science,Lindsey Weeks
628,John Galvan,Female,A,57.56,Chemistry,Kimberly Frank
629,Kevin Sampson,Male,19,58.56,Computer Science,
630,Mackenzie Moore,Male,23,85.8,Chemistry,Andrew Lane
631,Jimmy Mclean,Male,21,84.0,Computer Science,
632,Courtney Hamilton,Male,19,75.88,Biology,Corey Chavez
633,Christina Hamilton,Male,21,50.23,Biology,Keith Martinez
634,Juan Mahoney,Female,20,92.78,Physics,Stephanie Atkins
635,Scott Wolf,Female,22,99.37,Biology,William Smith
636,Mark Lewis,Male,23,83.37,Mathematics,Scott Patel
637,Alexander Thompson,Female,19,96.66,Mathematics,
638,Phillip Choi,Male,22,87.89,Computer Science,Joseph Elliott
639,Kathleen Howell,Female,19,84.21,Computer Science,Vickie Price
640,William Clark,Male,24,67.56,Chemistry,John Rivera
641,Joshua Gutierrez,Male,22,53.98,Physics,Jessica Hudson
642,Russell Young,Male,19,51.61,Computer Science,
643,Veronica Knight,Male,20,72.53,Physics,Joann Graham
644,Michelle Young,Male,23,72.98,Physics,Gabrielle Nichols
645,Joseph Ryan,Male,24,69.31,Chemistry,
646,Johnathan Cole,Male,23,51.5,Biology,Christine Munoz
647,Rachel Carey,Male,20,59.97,Engineering,Dr. James Gentry
648,Ronald White,Male,21,56.83,Mathematics,Gregory Jackson
649,Samuel Jackson,Female,19,50.64,Chemistry,Steven Scott
650,Brandon Gonzalez,Female,20,80.96,Mathematics,Amanda Robertson
651,Charles Robinson,Female,20,54.95,Biology,Adam Freeman
652,Jonathan Wilson,Female,24,57.42,Biology,
653,Madison Moody,Male,24,B,Chemistry,Aaron Ford
654,Ronald Miles,Female,22,88.23,Chemistry,
655,Benjamin Gonzalez,Male,20,94.17,Engineering,Richard Jordan
656,Amber Gomez,Female,C,55.94,Physics,Andrew Phillips
657,Amber Morris,Female,21,80.78,Engineering,Mr. Dennis Henderson
658,James Barnes,Male,24,80.98,Chemistry,Cheyenne Lewis
659,Daniel Murphy,Female,24,64.07,Engineering,Lisa Morton DVM
660,Crystal Bennett,Female,18,79.43,Computer Science,Katherine Wilson
661,David Hamilton,Male,23,71.66,Computer Science,Gerald Bernard
662,Victoria Blankenship,Female,22,55.38,Computer Science,Lauren Thompson
663,George Sullivan,Female,20,97.91,Mathematics,
664,Alan Johnson,Female,18,83.93,Biology,Daniel Mercer
665,Brian Curtis,Female,18,97.7,Biology,
666,Jennifer Perry,Male,20,57.55,Engineering,
667,Destiny Johnson,Female,21,89.71,Computer Science,Marie Keller
668,Mark Hamilton,Female,23,71.03,Physics,Sheila Collins
669,Jane Tapia,Female,24,96.48,Chemistry,John Allen
670,Nicholas Pacheco,Female,24,84.35,Biology,Kari Martinez
671,Carol Maynard,Female,23,57.36,Engineering,Michael Payne
672,Deanna Leonard,Female,A,51.62,Chemistry,Kristen Keller
673,Gerald Velazquez,Female,24,56.28,Biology,
674,Donald Gates,Female,19,85.63,Computer Science,Jessica Murphy
675,Dennis Clark,Female,24,C,Engineering,Elizabeth Hayes
676,Angie Burch,Male,23,73.91,Chemistry,Lisa Paul MD
677,Nancy Herrera,Male,21,77.65,Physics,Vincent Hernandez
678,Paul Collins,Female,20,90.61,Engineering,Bill Johnson
679,James Owens,Female,22,72.33,Engineering,Nicole Myers
680,Adam Smith,Female,19,50.27,Engineering,Jodi Boyer
681,Kathy Watts,Male,19,60.94,Biology,
682,Chris Morton,Female,20,52.38,Physics,
683,Joseph Wood,Male,20,99.05,Computer Science,Amy Lawson
684,Raymond Ray,Female,C,81.92,Physics,Jennifer Phillips
685,Troy Powers,Female,24,50.1,Computer Science,Benjamin Floyd
686,Christopher Lam,Female,23,51.93,Engineering,Jessica Richard DDS
687,Amanda Roberts,Male,21,61.28,Computer Science,Mr. Jonathan Spencer
688,John Blake,Male,24,88.94,Engineering,Bryan Barnes
689,Dylan Moore,Male,22,D,Physics,Nathan Garner
690,Samantha Grant,Female,23,75.27,Chemistry,Kevin Smith MD
691,Kara Wood,Female,20,93.63,Engineering,Marcus Higgins
692,Steven Spencer,Female,22,94.56,Physics,Steven Mathis
693,Aaron Irwin,Female,24,71.39,Biology,Jared White
694,Luis Perkins,Female,23,88.01,Physics,Alice Smith
695,Robert Bishop,Male,20,61.71,Chemistry,
696,John Lin,Male,19,58.76,Engineering,Stephanie Olson
697,Jennifer Russell,Male,22,98.81,Computer Science,James Snow
698,Tina Brown,Male,18,81.91,Physics,Donald Gomez
699,Jonathan Lozano,Female,19,82.86,Mathematics,Sarah Hicks
700,Ryan Barry,Female,18,93.89,Engineering,Christine Johnson
701,Amanda Clark,Male,20,51.35,Engineering,Thomas Price
702,Mark Lawrence,Female,18,64.29,Mathematics,Robert Burns
703,Blake Brown,Female,21,85.96,Engineering,Stephanie Norman
704,Brandon Green,Female,23,72.73,Biology,Christina Johnson MD
705,Kristen Phillips,Male,20,97.14,Biology,Kelly Hunter
706,Garrett Stewart,Male,18,72.53,Chemistry,Lisa Craig
707,Margaret Williams,Male,20,56.35,Computer Science,Kimberly Wilson
708,Samuel Collier,Female,21,95.37,Chemistry,Jorge Baker
709,Donald Frost,Female,18,50.26,Physics,Stacie Love
710,Michael Juarez,Male,18,87.94,Physics,John Montgomery
711,Rhonda Wilson,Male,19,50.42,Biology,
712,Marvin Morse,Female,18,73.16,Engineering,Brandy Contreras
713,Jason Simon,Male,23,60.28,Computer Science,
714,Jason White,Female,18,97.58,Computer Science,Karen Chavez
715,Christopher Ruiz,Male,20,69.84,Mathematics,Cameron Johnson
716,Charles Duncan,Male,21,51.55,Computer Science,Vanessa Pruitt
717,Michael Dean,Female,22,88.84,Biology,Heather Hill
718,Scott Davis,Male,24,65.83,Chemistry,Kara Cochran
719,Cynthia Thompson,Female,B,81.97,Chemistry,Sandra Huang
720,Tina Carey,Male,21,70.26,Chemistry,Alex Hodges
721,Robert Lin,Male,21,71.93,Computer Science,Teresa Miller
722,Jennifer Huang,Female,18,63.19,Computer Science,Garrett Perez
723,Holly Arias,Male,C,89.42,Mathematics,William Dixon
724,Lisa Morgan,Female,22,73.19,Chemistry,Judy Hamilton
725,Darren Johnson,Female,24,51.98,Chemistry,
726,Leah Sweeney,Female,22,97.24,Physics,Craig Avila
727,Carl Mcdaniel,Male,21,74.85,Engineering,Tracey Patton
728,Brittany Richardson,Female,24,74.3,Computer Science,Karen Cooley
729,Ms. Shannon Mcdaniel,Female,20,67.32,Engineering,Shaun Price
730,Angela Welch,Male,22,81.76,Mathematics,Joyce Jones
731,Jason Ray,Male,22,70.08,Chemistry,Erin Campbell
732,Mackenzie James,Male,24,87.47,Physics,Rebecca Rodriguez
733,Joseph Jones,Male,23,93.83,Engineering,Christina Wells
734,Tracy Colon,Male,21,74.49,Mathematics,Joyce Coleman
735,Jacob Miller,Female,23,82.63,Physics,Richard Montgomery
736,Thomas Flores,Male,23,64.78,Chemistry,Dr. Kyle Smith
737,Henry Whitehead,Male,19,81.27,Mathematics,Brittany Boone
738,Barbara Gray,Male,22,81.76,Computer Science,Morgan Rocha
739,Gary Kaufman,Female,24,75.6,Physics,Kirk Taylor
740,Leslie Harper,Female,23,57.99,Engineering,Mary Green
741,Levi Christian,Male,23,86.27,Biology,Natalie Campbell
742,Mrs. Michelle Carlson,Female,21,65.98,Engineering,Tina Byrd
743,Angelica Goodwin,Male,19,69.41,Biology,Brian Cook
744,Sarah Mills,Female,21,92.58,Mathematics,Deborah Lewis
745,John Calderon,Female,23,84.06,Physics,Victoria Flores
746,Bradley Obrien,Male,21,54.13,Physics,Nicole Byrd
747,Stephanie Kennedy,Female,B,78.27,Physics,Pamela Simpson
748,Michael Cook,Female,18,54.35,Chemistry,Natalie Lopez
749,Christopher Parrish,Female,24,82.27,Engineering,Rebecca Smith
750,Marie Hernandez,Male,19,69.73,Biology,
751,Jerome Turner,Male,23,B,Chemistry,Stacey Smith
752,Joshua King,Male,23,89.01,Mathematics,Melissa Torres
753,Walter Cox,Female,23,99.99,Mathematics,Joel Gross
754,Crystal Brooks,Female,24,64.96,Computer Science,Matthew Sexton
755,Christine Mcguire,Female,18,58.75,Computer Science,Pamela Parker
756,Dan Sloan,Female,19,59.27,Chemistry,Jacob Hooper
757,Christopher Mclaughlin,Male,C,79.95,Computer Science,Cindy Todd
758,Willie Torres,Male,23,66.73,Biology,
759,John Webb,Female,19,95.34,Mathematics,Luis Rodriguez DVM
760,Jack Branch,Male,23,53.97,Computer Science,Marcus Patton
761,Kelly Reed,Female,24,88.24,Computer Science,Kristy Burke
762,April Hamilton,Male,22,74.49,Computer Science,Hannah Klein
763,Jill Watkins,Male,20,81.87,Engineering,Deborah Benson
764,Laurie Myers,Male,20,79.39,Mathematics,Latoya Turner
765,Alison Frank,Male,21,76.51,Biology,Linda Johnston
766,Carl Conrad,Female,24,84.92,Computer Science,Jeanette Dodson
767,Jennifer Elliott,Male,24,77.29,Engineering,Wesley Bolton
768,Sharon Thompson,Male,24,B,Chemistry,Carla Nguyen
769,Kathy Arnold,Female,18,77.58,Biology,David Mendez
770,Marcia Fuentes,Female,23,95.98,Engineering,Faith Nguyen
771,Sarah Fisher,Female,23,90.32,Computer Science,Samantha Swanson
772,Katherine Curtis,Female,D,92.38,Engineering,Matthew Massey
773,Ashley Garcia,Male,20,94.86,Engineering,Timothy Cross
774,Patricia Lucas,Male,21,A,Biology,Alyssa Cox
775,Michael Romero,Male,20,67.13,Computer Science,Jeremy Hicks
776,Theresa Fischer,Female,20,94.97,Physics,
777,Barbara Payne,Male,19,57.46,Mathematics,
778,Lindsay Harvey,Male,21,74.51,Physics,Dana Williams
779,Carlos Coleman,Male,19,55.24,Computer Science,Betty Bauer
780,Joy Solis,Female,21,57.63,Mathematics,Heather Bridges
781,Mr. Scott Potter,Female,23,79.44,Biology,April Williams
782,Charles Hensley,Male,24,69.81,Mathematics,Albert Smith
783,Dr. Christopher Collins DDS,Male,20,A,Computer Science,Melissa Bonilla
784,Brent Hamilton,Male,23,75.41,Biology,Jennifer Decker
785,Dominique Stephens,Male,20,A,Engineering,Tamara Gonzalez
786,Kristi Lee,Male,A,74.97,Chemistry,
787,Patrick Smith,Female,19,67.09,Physics,Joseph Garcia
788,Johnathan Prince,Female,23,59.64,Physics,Michele Carroll
789,James Richardson,Female,24,D,Biology,Jessica Wright
790,Kim Mitchell,Female,18,68.78,Mathematics,Logan Smith
791,Carla Harris,Female,21,90.77,Mathematics,
792,Karen Matthews,Male,23,50.76,Chemistry,Elizabeth Mitchell
793,Maria Hamilton,Male,18,78.52,Engineering,Michelle Smith
794,Brittany Richards,Male,22,80.92,Mathematics,Heidi Smith
795,Clinton Brown,Female,20,99.39,Mathematics,Emily Frey
796,Tracy Sullivan,Female,19,94.27,Computer Science,Mrs. Jennifer West MD
797,Dalton Shaffer,Male,18,75.88,Engineering,Roger Spencer
798,Adam Frederick,Male,19,64.43,Chemistry,Shawn Burns
799,Carrie Rodriguez,Female,20,50.51,Mathematics,Erik Meyer
800,Matthew Webb,Male,19,62.04,Biology,Edwin Anderson
801,Desiree Rodriguez,Female,24,92.37,Engineering,Kelly Gomez
802,Michael Flores,Female,19,C,Mathematics,
803,Robert Kelley,Female,23,85.05,Chemistry,Erin Yang
804,Kathleen Sutton,Male,21,80.19,Physics,Michael Thompson
805,Gregg Savage,Female,24,80.31,Biology,Amy Hobbs
806,Monica Reeves,Female,18,82.5,Computer Science,Sean Patton
807,Michael Warren,Female,22,50.09,Biology,Christopher Mills
808,Rebecca Rogers,Female,19,68.5,Biology,Roy Hall
809,Jasmine Mitchell,Female,19,66.46,Biology,Chad Moore
810,Andrew Summers,Male,23,98.9,Physics,Kayla Gardner
811,Catherine Young,Male,22,50.04,Physics,
812,Anthony Jones,Male,24,86.82,Physics,
813,Amanda Mcdonald,Male,24,70.26,Physics,Brian Ritter
814,Donald Preston,Male,24,53.24,Chemistry,Alec Smith
815,Scott Jones,Male,18,68.05,Mathematics,Katelyn Cole
816,Rachel Bender,Male,20,56.39,Physics,Richard Fox
817,Trevor Rogers,Female,21,51.87,Physics,Elizabeth Thompson
818,Jake Kelley,Female,22,84.17,Chemistry,Tracey Mccann
819,Melissa Mills,Male,19,51.23,Engineering,Bryan Smith
820,Matthew Mccann,Male,24,50.6,Chemistry,
821,Meredith Daniels,Female,20,71.3,Engineering,Tina Holt
822,Mallory Winters,Female,21,56.53,Biology,
823,Albert Mills,Female,22,C,Chemistry,Debbie Brown
824,Edwin Sanders,Female,19,68.3,Biology,Becky Bruce
825,Alison Hanson,Female,24,55.11,Engineering,Andre Bird
826,Christopher Aguilar,Female,18,81.99,Chemistry,Diana Daniels
827,Heather Thornton,Male,22,82.49,Engineering,
828,Felicia Miller,Female,24,B,Engineering,Nicholas Smith
829,Kimberly Brown,Male,19,93.23,Biology,Rebecca Moses
830,Kimberly Zavala,Male,20,50.34,Engineering,Christina Ellis
831,Tyler Mann,Male,22,51.39,Mathematics,
832,Benjamin Frank,Female,21,D,Physics,Ashley Johnson
833,Julie Phillips,Male,D,73.3,Chemistry,
834,Heather Lynn,Female,22,99.53,Biology,Aaron Velasquez
835,Ashley Evans,Male,23,67.88,Physics,Andrew Lamb
836,Zachary Fox,Male,22,69.46,Biology,Michael Garner
837,Tiffany Woods,Male,23,91.79,Mathematics,
838,Hannah Parker,Male,18,81.15,Computer Science,Jeremy Young
839,Jonathan Molina,Female,23,53.55,Physics,Dana Weiss
840,Brittney Heath,Female,20,52.88,Chemistry,Robert Rodriguez
841,David Cox,Male,B,76.43,Computer Science,Annette Conrad
842,Lisa Davis,Male,19,69.84,Engineering,John Miller
843,Deborah Barnes,Female,20,86.77,Computer Science,Jeffrey Alvarado
844,Craig Castaneda,Male,19,81.4,Engineering,Denise Simmons
845,Christopher Hill,Female,24,50.02,Physics,Debra Miller
846,Ashley Fisher,Female,23,50.84,Biology,Jeffrey Brown
847,Catherine Scott,Female,21,91.99,Chemistry,Matthew Mclaughlin
848,Michael Russell,Male,20,58.23,Engineering,Allison Henderson
849,Angela May,Male,22,78.48,Physics,Kaitlyn Knapp
850,Ruben Jenkins,Female,20,97.02,Physics,
851,Christine King,Female,19,98.33,Mathematics,Kristen Benjamin
852,Sydney Hill,Female,22,92.21,Computer Science,Chad Pacheco
853,Robert Fields,Female,18,94.45,Chemistry,Michael Contreras
854,Crystal Wright,Male,20,95.25,Chemistry,Tracey Alvarado
855,Matthew Griffin,Male,20,53.83,Biology,Mrs. Dana Wilson
856,Joseph Clayton,Female,22,92.86,Biology,Matthew Braun
857,Sandra Johnson,Female,20,70.79,Physics,Shelby Williams
858,Kevin Hunter,Male,22,52.13,Mathematics,Evan Bean
859,Omar Shaffer,Male,18,76.66,Physics,Casey Jones
860,Gregg Garner,Female,20,55.84,Biology,Linda Chapman
861,Laura Jackson,Male,24,53.96,Engineering,Michelle Martin
862,Greg Cobb,Female,19,73.38,Mathematics,Peggy Goodwin
863,James Caldwell,Female,20,65.74,Computer Science,Jade Cruz
864,Susan Mitchell,Male,22,C,Chemistry,Rebecca Duran
865,Patricia Lopez,Male,22,65.78,Engineering,Laura Reyes
866,Kerry Hicks,Female,19,91.13,Engineering,Brenda Smith
867,Pamela Green,Male,19,50.24,Computer Science,Joseph Garcia
868,Steve Rose,Female,22,97.46,Chemistry,Peter Nelson MD
869,James Bell,Male,23,52.72,Computer Science,Michael Gutierrez
